housing,stator_yoke,stator_tooth,stator_coil_active,rotor_outer,rotor_inner,pm,shaft,loss,output_1_loss,output_2_loss,output_3_loss,output_1_mae,output_1_mae_pm,output_1_all_max_ae,output_1_pm_max_ae,final_epoch
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0001746343186823,0.0001746343186823,0.0324500575661659,0.0023314054124057,0.4671378433704376,0.7412768006324768,4.125802040100098,4.125802040100098,194.0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.000187257915968,0.000187257915968,0.0269576329737901,0.0022372987587004,0.5448617935180664,0.6543680429458618,5.096005439758301,2.41869854927063,224.0
1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0001182217456516,0.0001182217456516,0.0246484111994504,0.2544695734977722,0.4041010737419128,0.6768367290496826,8.40771484375,4.155676364898682,221.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0002027156442636,0.0002027156442636,0.0276958644390106,0.0059372675605118,0.5590442419052124,0.9114362001419068,7.5899786949157715,3.6652097702026367,143.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,8.979975245893002e-05,8.979975245893002e-05,0.0147264944389462,0.0007207056623883,0.4008933007717132,0.4202683269977569,4.209492206573486,1.657957911491394,205.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.757186929462478e-05,6.757186929462478e-05,0.0172574445605278,0.001307520433329,0.3472967445850372,0.3029584884643554,4.201391220092773,1.4316116571426392,215.0
1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0001074172905646,0.0001074172905646,0.0201581139117479,0.0023331332486122,0.4014811813831329,0.4870969653129577,3.8646278381347656,3.8646278381347656,246.0
1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0002036985388258,0.0002036985388258,0.0289422329515218,0.0051329000853002,0.5672875046730042,0.6334095001220703,8.28030014038086,3.131832838058472,141.0
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0001628277095733,0.0001628277095733,0.027464834973216,0.0025790149811655,0.519716739654541,0.5438817739486694,5.097980976104736,2.923288345336914,287.0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.00010251167987,0.00010251167987,0.0292935073375701,0.0185475181788206,0.4016357958316803,0.5338388681411743,8.310088157653809,2.4387869834899902,249.0
1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0001412223646184,0.0001412223646184,0.0190788470208644,0.0021002851426601,0.5329208970069885,0.6585609316825867,4.581906795501709,2.686350107192993,139.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.000137540671858,0.000137540671858,0.020559350028634,0.0049158832989633,0.4823050498962402,0.5749202370643616,4.64827823638916,3.3151848316192627,206.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0002513906511012,0.0002513906511012,0.0196885019540786,0.0084143737331032,0.6987413167953491,0.8040375709533691,4.985591411590576,2.9541947841644287,104.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0001139037849497,0.0001139037849497,0.0208808798342943,0.0965707376599311,0.450792521238327,0.4940283000469208,9.426000595092772,2.920231580734253,226.0
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0001064038515323,0.0001064038515323,0.0169960521161556,0.0435613766312599,0.4269478619098663,0.4205527007579803,7.11301851272583,2.2962613105773926,249.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0001167495138361,0.0001167495138361,0.0140667203813791,0.0067486553452908,0.4551539123058319,0.4477761089801788,7.475852966308594,2.5311999320983887,192.0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0002087441534968,0.0002087441534968,0.0122899683192372,0.00219870894216,0.6369964480400085,0.7078550457954407,5.616263389587402,2.772189140319824,153.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0001021932112053,0.0001021932112053,0.0222070906311273,0.0570825897157192,0.4195503294467926,0.5562137365341187,8.224556922912598,2.3047468662261963,225.0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0001225953456014,0.0001225953456014,0.0314191915094852,0.0539763085544109,0.4458111822605133,0.6559005379676819,9.13050651550293,3.14905047416687,239.0
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.410962618654594e-05,8.410962618654594e-05,0.0285563115030527,0.0214087534695863,0.3912372291088104,0.4155053496360779,8.752625465393066,1.947665452957153,260.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.062333992915228e-05,9.062333992915228e-05,0.0182298719882965,0.0041045960970222,0.4245723485946655,0.4358874559402466,5.032981872558594,1.9958983659744265,209.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0001893481094157,0.0001893481094157,0.0170234553515911,0.0017643269384279,0.6143564581871033,0.629203200340271,5.539164543151856,2.7743489742279053,145.0
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,9.398288239026442e-05,9.398288239026442e-05,0.0189014337956905,0.0020614622626453,0.4270718991756439,0.4277229011058807,3.949584484100342,2.1124417781829834,172.0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0001397053274558,0.0001397053274558,0.0189654342830181,0.0164267569780349,0.5016133189201355,0.6236383318901062,9.661417007446287,3.5978028774261475,147.0
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.00024334686168,0.00024334686168,0.0213321782648563,0.0059187812730669,0.6860489845275879,0.7758880853652954,8.716285705566406,3.568237781524658,159.0
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0001237573451362,0.0001237573451362,0.0187849272042512,0.0486208535730838,0.4731295108795166,0.5427796840667725,10.66102695465088,1.9424989223480225,184.0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,7.81133639975451e-05,7.81133639975451e-05,0.0140091488137841,0.0018343545962125,0.3928722441196441,0.3695854246616363,3.180124521255493,1.866129755973816,184.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0001071216393029,0.0001071216393029,0.0243686717003583,0.0053504495881497,0.4546717405319214,0.5222862362861633,9.560314178466797,2.3951539993286133,196.0
0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,8.954089571489021e-05,8.954089571489021e-05,0.0210705231875181,0.0080788228660821,0.4120984971523285,0.4206839203834533,7.685523509979248,2.5488243103027344,190.0
0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.000174909364432,0.000174909364432,0.022326037287712,0.005672947037965,0.579049289226532,0.6486672163009644,5.884047508239746,3.8181445598602295,175.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,6.71340458211489e-05,6.71340458211489e-05,0.013884893618524,0.0013229231117293,0.3588803708553314,0.3298355937004089,4.775653839111328,1.5235817432403564,228.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0002325082459719,0.0002325082459719,0.0193419251590967,0.0072544873692095,0.6382830739021301,0.5980522632598877,16.337963104248047,2.785715341567993,145.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.000182742049219,0.000182742049219,0.01710020378232,0.0075777764432132,0.5245856642723083,0.8042745590209961,7.6038641929626465,3.773876428604126,160.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0001009503830573,0.0001009503830573,0.0156960450112819,0.0052194301970303,0.3853525817394256,0.5149387717247009,8.89387035369873,3.090216875076294,177.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.377795165870339e-05,8.377795165870339e-05,0.0179676711559295,0.0408808328211307,0.3617228865623474,0.4243417382240295,5.488102436065674,2.2238857746124268,273.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.92293280432932e-05,9.92293280432932e-05,0.0128012653440237,0.0020293646957725,0.4106170237064361,0.517665684223175,4.360024452209473,2.3679392337799072,174.0
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6.166728417156264e-05,6.166728417156264e-05,0.0124016404151916,0.0073569044470787,0.3160161674022674,0.2708776593208313,3.988373279571533,1.7112575769424438,218.0
1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.593412738060579e-05,7.593412738060579e-05,0.0141648231074213,0.0019591769669204,0.3394735753536224,0.4461917877197265,4.405270099639893,2.804063081741333,210.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,8.423117833444849e-05,8.423117833444849e-05,0.015675239264965,0.0109564755111932,0.3849415481090545,0.4095373451709747,7.577006816864014,1.5564106702804563,245.0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0001180214239866,0.0001180214239866,0.0127370106056332,0.0027263821102678,0.4456174671649933,0.4116485714912414,4.5755815505981445,1.7396570444107056,218.0
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6.624752131756395e-05,6.624752131756395e-05,0.0108271818608045,0.0097265364602208,0.3388756513595581,0.3687294721603393,5.5589094161987305,1.4117276668548584,265.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,9.421306458534672e-05,9.421306458534672e-05,0.0135104423388838,0.0061316611245274,0.3953504264354706,0.4299501776695251,6.6719489097595215,1.7169437408447266,213.0
1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.000120395248814,0.000120395248814,0.0141105037182569,0.0039480021223425,0.4549956023693084,0.4226913154125213,5.180009365081787,2.2249796390533447,165.0
1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0001331048115389,0.0001331048115389,0.0151813914999365,0.0103490343317389,0.4933428466320038,0.6154225468635559,7.319718360900879,2.4934237003326416,207.0
1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0001119840817409,0.0001119840817409,0.0121479853987693,0.0041078692302107,0.4360545575618744,0.4180487990379333,4.205556869506836,2.654043436050415,224.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.000136042406666,0.000136042406666,0.0095791975036263,0.0152768474072217,0.4857625961303711,0.5596091747283936,11.914767265319824,2.1455018520355225,183.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.559706136817113e-05,7.559706136817113e-05,0.0173284765332937,0.0121536795049905,0.3572648167610168,0.446530282497406,9.322405815124512,2.03650164604187,191.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9.505795605946332e-05,9.505795605946332e-05,0.0160136297345161,0.0439245589077472,0.4065835475921631,0.4033094644546509,11.598097801208496,1.8845738172531128,206.0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.457926403731108e-05,7.457926403731108e-05,0.014986990019679,0.07249765843153,0.3639144599437713,0.3847026228904724,7.512348651885986,1.6074906587600708,206.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9.57684824243188e-05,9.57684824243188e-05,0.0140136582776904,0.0018254893366247,0.4194094836711883,0.450369656085968,4.082618236541748,2.610295534133911,155.0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0001042505755322,0.0001042505755322,0.0117043331265449,0.0165712162852287,0.4436360895633697,0.4558890163898468,10.23573112487793,1.788937211036682,236.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0001175032448372,0.0001175032448372,0.012263910844922,0.0188435185700655,0.4905144274234772,0.5226058959960938,8.04458236694336,2.3129239082336426,204.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0001235809904756,0.0001235809904756,0.0115544190630316,0.012392895296216,0.4282037019729614,0.4877932965755462,7.849786758422852,2.74836802482605,188.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0001299142895732,0.0001299142895732,0.0130090760067105,0.0298273991793394,0.4554012417793274,0.4376284778118133,8.565180778503418,2.525444269180298,212.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.58423042902723e-05,9.58423042902723e-05,0.0124961556866765,0.0054487995803356,0.3996773660182953,0.5047560334205627,5.772161483764648,2.165602207183838,199.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0001415397709934,0.0001415397709934,0.0089407293125987,0.0011072733905166,0.4769010841846466,0.5288978219032288,5.338161468505859,2.722743034362793,201.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0001067813136614,0.0001067813136614,0.0088299354538321,0.0049151219427585,0.4469545781612396,0.43150395154953,5.644154071807861,1.8728868961334229,187.0
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0001107728530769,0.0001107728530769,0.0084080453962087,0.1428337842226028,0.4497605264186859,0.4697244763374328,10.442593574523926,2.2466368675231934,213.0
